,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,DATE,company_name
TPR UN Equity.5,2.248453004,3.552813546,3.869452761,4.756275367,4.569098248,4.75474759,8.824969945,6.307510639,4.547619048,4.549451643,4.139960495,2.018690288,CAP_EXPEND_TO_SALES,TPR UN Equity
TPR UN Equity.6,-81116000,-147744000,-184309000,-241400000,-219600000,-199300000,-396400000,-157100000,-267400000,-274200000,-205400000,-92100000,NET_CAP_EXP,TPR UN Equity
CSX UW Equity,10636000000,11795000000,11756000000,12026000000,12669000000,11811000000,11069000000,11408000000,12250000000,11937000000,10583000000,12522000000,SALES_REV_TURN,CSX UW Equity
CSX UW Equity.1,37.77735991,37.69393811,38.41442668,38.05920506,37.60359934,40.57234781,42.37058452,44.13569425,50.6122449,53.59805646,55.06000189,56.72416547,EBITDA_TO_REVENUE,CSX UW Equity
CSX UW Equity.3,947000000,976000000,1059000000,1104000000,1151000000,1208000000,1301000000,1315000000,1331000000,1349000000,1383000000,1420000000,CF_DEPR_AMORT,CSX UW Equity
CSX UW Equity.4,-387000000,-70000000,-74000000,4000000,287000000,423000000,-441000000,-426000000,629000000,477000000,1295000000,-782000000,CHNG_WORK_CAP,CSX UW Equity
CSX UW Equity.5,17.29973674,19.47435354,19.91323579,19.23332779,19.33064962,21.69164338,21.66410697,17.88218794,14.24489796,13.88120968,15.36426344,14.30282702,CAP_EXPEND_TO_SALES,CSX UW Equity
CSX UW Equity.6,-1732000000,-2057000000,-2155000000,-2260000000,-2387000000,-2415000000,-2203000000,-1943000000,-1426000000,-1403000000,-1570000000,-1262000000,NET_CAP_EXP,CSX UW Equity
EW UN Equity,1447000000,1678600000,1899600000,2045500000,2322900000,2493700000,2963700000,3435300000,3722800000,4348000000,4386300000,5232500000,SALES_REV_TURN,EW UN Equity
EW UN Equity.1,21.98341396,20.04646729,23.33122763,28.38425813,52.99840716,28.13088984,27.74909741,34.09600326,22.17685613,29.07083717,23.60303673,35.44768275,EBITDA_TO_REVENUE,EW UN Equity
EW UN Equity.2,18.71737509,16.53737659,24.90984029,23.88497653,29.09965035,20.48521851,22.82152053,43.60807808,5.148410822,10.25289327,10.17781172,11.68625147,EFF_TAX_RATE,EW UN Equity
EW UN Equity.3,56500000,58000000,53700000,62900000,68600000,65800000,71200000,81900000,77400000,89300000,107200000,134800000,CF_DEPR_AMORT,EW UN Equity
EW UN Equity.4,96100000,138500000,111200000,435700000,424800000,-233300000,135800000,-578300000,281100000,671300000,115500000,-48700000,CHNG_WORK_CAP,EW UN Equity
EW UN Equity.5,4.270905321,4.563326582,5.738050116,5.328770472,3.568814844,4.118378313,5.941896953,4.893313539,6.41184055,5.850965961,9.278891093,6.226469183,CAP_EXPEND_TO_SALES,EW UN Equity
EW UN Equity.6,-61800000,-76600000,-106000000,-106700000,-79800000,-102700000,-176100000,-168100000,-238700000,-254400000,-407000000,-325800000,NET_CAP_EXP,EW UN Equity
AMP UN Equity,9582000000,10239000000,10259000000,11230000000,12296000000,12200000000,11839000000,12180000000,12924000000,12890000000,11958000000,13443000000,SALES_REV_TURN,AMP UN Equity
AMP UN Equity.1,29.72239616,27.12178924,25.46057121,29.62600178,31.47364997,28.48360656,23.16073993,27.57799672,28.55153203,27.09076804,24.75330323,32.04641821,EBITDA_TO_REVENUE,AMP UN Equity
AMP UN Equity.2,19.94554118,26.05390463,27.05977383,24.97461929,21.39772281,21.24183007,17.47328724,33.15266486,15.5394525,15.18817204,16.22064446,17.6119403,EFF_TAX_RATE,AMP UN Equity
AMP UN Equity.3,110000000,110000000,225000000,239000000,254000000,248000000,248000000,234000000,198000000,183000000,207000000,98000000,CF_DEPR_AMORT,AMP UN Equity
AMP UN Equity.5,1.367146733,2.441644692,1.335412808,0.934995548,0.918998048,1.090163934,0.77709266,1.330049261,1.253481894,1.109387122,1.229302559,0.892657889,CAP_EXPEND_TO_SALES,AMP UN Equity
AMP UN Equity.6,-131000000,-250000000,-137000000,-105000000,-113000000,-133000000,-92000000,-162000000,-162000000,-143000000,-147000000,-120000000,NET_CAP_EXP,AMP UN Equity
ZBRA UW Equity,894359000,983488000,996168000,1038159000,1671000000,3650000000,3574000000,3722000000,4218000000,4485000000,4448000000,5627000000,SALES_REV_TURN,ZBRA UW Equity
ZBRA UW Equity.1,20.06174254,20.94951845,19.12609118,18.5303022,10.17354877,9.780821918,10.74426413,15.71735626,18.61071598,20.15607581,18.70503597,21.41460814,EBITDA_TO_REVENUE,ZBRA UW Equity
ZBRA UW Equity.3,31209000,24000000,26177000,32110000,81000000,320000000,304000000,263000000,175000000,175000000,146000000,187000000,CF_DEPR_AMORT,ZBRA UW Equity
ZBRA UW Equity.4,149016000,20756000,139750000,19400000,83951000,-280000000,-166000000,-210000000,-202000000,-70000000,-369000000,467000000,CHNG_WORK_CAP,ZBRA UW Equity
ZBRA UW Equity.5,3.434974099,2.736993232,2.25293324,1.946811616,2.333931777,3.342465753,2.154448797,1.343363783,1.51730678,1.360089186,1.506294964,1.048516083,CAP_EXPEND_TO_SALES,ZBRA UW Equity
ZBRA UW Equity.6,-30721000,-26918000,-22443000,-20211000,-39000000,-122000000,-77000000,-50000000,-64000000,-61000000,-67000000,-59000000,NET_CAP_EXP,ZBRA UW Equity
ZBH UN Equity,4220200000,4451800000,4471700000,4623400000,4673300000,5997800000,7668400000,7803300000,7932900000,7982200000,7024500000,7836200000,SALES_REV_TURN,ZBH UN Equity
ZBH UN Equity.1,29.78294868,31.08854845,31.5428137,30.86689449,30.23773351,19.66887859,24.26060195,23.86169954,13.54233635,27.80687029,14.64303509,24.67139685,EBITDA_TO_REVENUE,ZBH UN Equity
ZBH UN Equity.3,340200000,359900000,363100000,358500000,375800000,712400000,1039300000,1062700000,1040500000,1006100000,1032700000,1067400000,CF_DEPR_AMORT,ZBH UN Equity
ZBH UN Equity.4,259900000,102300000,433200000,323400000,123200000,946500000,-1953700000,-787000000,511000000,-723700000,1244000000,-1109300000,CHNG_WORK_CAP,ZBH UN Equity
ZBH UN Equity.5,6.438083503,6.046992228,5.894849833,6.335164597,7.32458862,7.237653806,6.914088989,6.317839888,5.533915718,6.552078374,5.825325646,6.046297951,CAP_EXPEND_TO_SALES,ZBH UN Equity
ZBH UN Equity.6,-271700000,-269200000,-263600000,-292900000,-342300000,-364200000,-530200000,-493000000,-439000000,-523000000,-409200000,-473800000,NET_CAP_EXP,ZBH UN Equity
CPT UN Equity,609622000,631047000,710663000,800541000,853810000,842617000,883311000,909072000,961736000,1037157000,1054637000,1154117000,SALES_REV_TURN,CPT UN Equity
CPT UN Equity.1,51.54472772,53.80043008,56.77473008,56.46044362,54.85002518,55.49223431,56.1034562,55.00851418,55.87708061,56.83421121,55.09307942,56.30053106,EBITDA_TO_REVENUE,CPT UN Equity
CPT UN Equity.2,8.907544087,8.589669182,0.742772114,1.159792177,0.627603334,0.778753994,0.353828547,0.605688724,0.878372543,0.483228981,1.510520793,0.602350216,EFF_TAX_RATE,CPT UN Equity
CPT UN Equity.3,174465000,181791000,209872000,219650000,235634000,240944000,250146000,263974000,300946000,336274000,367162000,420692000,CF_DEPR_AMORT,CPT UN Equity
CPT UN Equity.5,10.45549537,36.09160649,40.90940432,46.75738032,59.50070859,48.87143269,38.82573635,32.90014432,37.35224635,39.29569004,40.51128493,37.14649381,CAP_EXPEND_TO_SALES,CPT UN Equity
CPT UN Equity.6,39080000,-170443000,-63859000,-27374000,-265616000,-266755000,172802000,-222184000,-347934000,-339986000,-426494000,-173997000,NET_CAP_EXP,CPT UN Equity
CBRE UN Equity,5115316000,5905411000,6514099000,7184794000,9049918000,10855810000,13071589000,18628787000,21340088000,23894091000,23826195000,27746036000,SALES_REV_TURN,CBRE UN Equity
CBRE UN Equity.1,10.85643585,9.817978799,11.60538088,11.23759429,11.68358653,10.59377421,9.045679144,7.97043844,7.216357308,7.886765812,7.022770526,8.497617461,EBITDA_TO_REVENUE,CBRE UN Equity
CBRE UN Equity.2,47.91936984,44.02474286,37.86115004,36.77652583,33.93437477,36.47175838,33.68380177,39.93373362,22.70171413,5.134260603,22.07297347,23.55362554,EFF_TAX_RATE,CBRE UN Equity
CBRE UN Equity.3,108962000,116930000,170905000,191270000,265101000,314096000,366927000,406114000,451988000,439224000,501728000,525871000,CF_DEPR_AMORT,CBRE UN Equity
CBRE UN Equity.4,-333582000,565297000,242858000,-838185000,168932000,-131938000,285955000,320619000,33190000,147183000,603635000,-38152000,CHNG_WORK_CAP,CBRE UN Equity
CBRE UN Equity.5,1.661969661,2.505837443,2.306259085,2.176234976,1.89219394,1.284694555,1.462752539,0.955735873,1.067488569,1.228395757,1.118831605,0.756327859,CAP_EXPEND_TO_SALES,CBRE UN Equity
CBRE UN Equity.6,-8511000,83698000,-89427000,-43117000,-93964000,-135880000,-146879000,-178042000,-227803000,-293514000,-266575000,-209851000,NET_CAP_EXP,CBRE UN Equity
MA UN Equity,5539000000,6714000000,7391000000,8312000000,9441000000,9667000000,10776000000,12497000000,14950000000,16883000000,15301000000,18884000000,SALES_REV_TURN,MA UN Equity
MA UN Equity.1,52.35602094,43.29758713,56.37938033,57.2786333,57.48331745,56.31529947,56.92279139,56.48555653,51.77926421,60.9192679,57.40801255,57.87968651,EBITDA_TO_REVENUE,MA UN Equity
MA UN Equity.2,33.00689155,30.64046579,29.84998729,30.75555556,28.78519394,23.19483663,28.10839532,39.9724011,18.67018323,16.57589148,17.38402062,15.71747356,EFF_TAX_RATE,MA UN Equity
MA UN Equity.3,148000000,194000000,230000000,258000000,321000000,366000000,373000000,437000000,459000000,522000000,580000000,726000000,CF_DEPR_AMORT,MA UN Equity
MA UN Equity.4,1475000000,213000000,927000000,467000000,-143000000,-60000000,1307000000,-1018000000,-426000000,420000000,2268000000,-3479000000,CHNG_WORK_CAP,MA UN Equity
MA UN Equity.5,1.10128182,1.146857313,1.298877013,1.864773821,1.853617202,1.830971346,1.995174462,2.400576138,2.20735786,2.499555766,2.215541468,2.155263715,CAP_EXPEND_TO_SALES,MA UN Equity
MA UN Equity.6,-61000000,-77000000,-96000000,-155000000,-175000000,-177000000,-215000000,-300000000,-330000000,-422000000,-339000000,-407000000,NET_CAP_EXP,MA UN Equity
KMX UN Equity,7470193000,8975554000,10003599000,10962818000,12574299000,14268716000,15149675000,15875118000,17120209000,18173100000,20319987000,18950149000,SALES_REV_TURN,KMX UN Equity
KMX UN Equity.1,6.876984303,8.007605993,7.826903098,7.551689721,7.408476608,7.795158303,7.896017571,7.764660395,7.668901706,7.545509572,7.439817752,7.085121072,EBITDA_TO_REVENUE,KMX UN Equity
KMX UN Equity.2,37.75237792,37.93303585,37.95339701,38.07893622,38.21994125,38.37419829,38.27103285,37.70201857,37.5604546,24.29830536,23.47599368,22.61967538,EFF_TAX_RATE,KMX UN Equity
KMX UN Equity.3,58328000,76321000,82812000,95283000,101911000,115173000,137360000,168875000,179942000,182247000,215811000,242156000,CF_DEPR_AMORT,KMX UN Equity
KMX UN Equity.4,282079000,-191634000,319708000,418823000,141769000,-165862000,-135277000,301255000,119543000,15118000,226476000,289268000,CHNG_WORK_CAP,KMX UN Equity
KMX UN Equity.5,0.300313526,0.853117256,1.725459007,2.150058498,2.467867195,2.17130259,2.083107393,2.633958374,1.733717153,1.676301787,1.633347502,0.868257025,CAP_EXPEND_TO_SALES,KMX UN Equity
KMX UN Equity.6,-21772000,-76572000,-172608000,-235707000,-305222000,-303948000,-314042000,-416915000,-296719000,-303944000,-331893000,-162690000,NET_CAP_EXP,KMX UN Equity
ICE UN Equity,1149944000,1327000000,1363000000,1598000000,3092000000,3338000000,4512000000,4638000000,4979000000,5202000000,6036000000,7146000000,SALES_REV_TURN,ICE UN Equity
ICE UN Equity.1,67.26657994,69.70610399,70.28613353,59.19899875,57.60025873,63.63091672,61.65780142,62.82880552,63.64731874,65.301807,63.81709742,63.57402743,EBITDA_TO_REVENUE,ICE UN Equity
ICE UN Equity.3,121209000,132000000,131000000,156000000,333000000,374000000,610000000,535000000,586000000,662000000,751000000,1009000000,CF_DEPR_AMORT,ICE UN Equity
ICE UN Equity.4,-43625000,356683000,698923000,-1556000000,-152000000,-1226000000,-54000000,871000000,1197000000,-1421000000,57000000,1669000000,CHNG_WORK_CAP,ICE UN Equity
ICE UN Equity.5,4.153941409,6.556141673,4.988994864,11.20150188,8.08538163,8.298382265,8.089539007,7.697283312,5.623619201,5.863129566,6.792577866,6.325216905,CAP_EXPEND_TO_SALES,ICE UN Equity
ICE UN Equity.6,-47768000,-87000000,-68000000,-179000000,-250000000,-277000000,-365000000,-357000000,-280000000,-305000000,-410000000,-452000000,NET_CAP_EXP,ICE UN Equity
FIS UN Equity,5145600000,5625600000,5795800000,6063400000,6413000000,6596000000,8831000000,8668000000,8423000000,10333000000,12552000000,13877000000,SALES_REV_TURN,FIS UN Equity
FIS UN Equity.1,27.52254353,30.66161832,29.99585907,27.99419468,29.58053953,26.80412371,27.21096139,32.27964928,34.16834857,34.43336882,35.65965583,37.68105498,EBITDA_TO_REVENUE,FIS UN Equity
FIS UN Equity.3,633200000,675400000,662200000,634500000,626000000,669000000,1174000000,1366000000,1420000000,2444000000,3714000000,4015000000,CF_DEPR_AMORT,FIS UN Equity
FIS UN Equity.4,-58800000,-54900000,269700000,91800000,195000000,270800000,-14000000,-1454000000,931000000,-2298000000,-773000000,-1295000000,CHNG_WORK_CAP,FIS UN Equity
FIS UN Equity.5,2.580845771,2.202431741,2.134304151,2.172048686,2.323405582,2.01637356,1.641943155,1.672819566,1.507776327,1.935546308,2.09528362,2.305973914,CAP_EXPEND_TO_SALES,FIS UN Equity
FIS UN Equity.6,-132800000,-123900000,-123700000,-104900000,-149000000,108000000,-145000000,-145000000,-127000000,-200000000,-263000000,-320000000,NET_CAP_EXP,FIS UN Equity
CMG UN Equity,1835922000,2269548000,2731224000,3214591000,4108269000,4501223000,3904384000,4476412000,4864985000,5586369000,5984634000,7547061000,SALES_REV_TURN,CMG UN Equity
CMG UN Equity.1,19.43176235,18.74822652,19.77117219,19.56000001,19.99075523,19.86031352,4.634149715,9.698437052,9.462454663,17.2193602,14.35322528,18.80180908,EBITDA_TO_REVENUE,CMG UN Equity
CMG UN Equity.3,68921000,74938000,84130000,96054000,110474000,130368000,146368000,163348000,201979000,212778000,238534000,254657000,CF_DEPR_AMORT,CMG UN Equity
CMG UN Equity.4,87866000,60572000,16016000,107324000,146722000,-79096000,-294124000,65061000,59162000,40807000,192427000,-90156000,CHNG_WORK_CAP,CMG UN Equity
CMG UN Equity.5,6.166656318,6.659784239,7.214238012,6.219329302,6.148331572,5.718845745,6.629522096,4.842650766,5.907315233,5.977263586,6.238510158,5.862878278,CAP_EXPEND_TO_SALES,CMG UN Equity
CMG UN Equity.6,-113215000,-151147000,-197037000,-199926000,-252590000,-257418000,-258842000,-216777000,-287390000,-319943000,-373352000,-438440000,NET_CAP_EXP,CMG UN Equity
WYNN UW Equity,4184698000,5269792000,5154284000,5620936000,5433661000,4075883000,4466297000,6070160000,6717660000,6611099000,2095861000,3763664000,SALES_REV_TURN,WYNN UW Equity
WYNN UW Equity.1,24.63284089,26.68566425,27.20988987,29.55276488,29.08530731,24.07927313,20.74183602,26.48913702,19.14565489,23.23832997,-22.7576638,9.147973889,EBITDA_TO_REVENUE,WYNN UW Equity
WYNN UW Equity.3,405558000,398039000,373199000,371051000,314119000,322629000,404730000,552368000,550596000,624878000,725502000,715962000,CF_DEPR_AMORT,WYNN UW Equity
WYNN UW Equity.4,-884164000,-526648000,924442000,442279000,-39267000,-78406000,178459000,-80572000,-734181000,114140000,1058806000,-344222000,CHNG_WORK_CAP,WYNN UW Equity
WYNN UW Equity.5,6.782520507,3.494369417,4.675431156,9.15865258,22.47760764,47.13677993,27.44875677,15.41102706,21.97151984,16.08345299,13.84228248,7.722713824,CAP_EXPEND_TO_SALES,WYNN UW Equity
WYNN UW Equity.6,-283089000,-183449000,-240255000,-494182000,-1188544000,-1883986000,-1222071000,-915100000,-1421759000,-1062598000,-270363000,-286389000,NET_CAP_EXP,WYNN UW Equity
LYV UN Equity,5063748000,5383998000,5819047000,6478547000,6866964000,7245731000,8354934000,9687222000,10787800000,11547969000,1861178000,6268447000,SALES_REV_TURN,LYV UN Equity
LYV UN Equity.1,5.094368835,6.71164811,7.010048209,7.850263338,5.465399265,7.29550959,7.164520988,4.785665075,6.109355012,8.252048477,-50.48512286,3.72368148,EBITDA_TO_REVENUE,LYV UN Equity
LYV UN Equity.3,321666000,343018000,429557000,368923000,368143000,397241000,403651000,372201000,386529000,443991000,485025000,416277000,CF_DEPR_AMORT,LYV UN Equity
LYV UN Equity.4,163644000,-45039000,-39597000,-140054000,352324000,-69801000,26098000,-637465000,522466000,-12908000,-232101000,-24828000,CHNG_WORK_CAP,LYV UN Equity
LYV UN Equity.5,1.492530829,1.996657502,2.127685169,2.081763087,2.032732369,1.966551063,2.080531097,2.461335149,2.223187304,2.801929932,11.48444695,2.436552467,CAP_EXPEND_TO_SALES,LYV UN Equity
LYV UN Equity.6,-39822000,-100109000,-115518000,-52250000,-132542000,-142491000,-173827000,-238435000,-239833000,-323566000,-213746000,-152734000,NET_CAP_EXP,LYV UN Equity
AIZ UN Equity,8527722000,8272804000,8508270000,9047657000,10383159000,10325494000,7531780000,6415000000,8057600000,9569100000,9595500000,10187600000,SALES_REV_TURN,AIZ UN Equity
AIZ UN Equity.3,126602000,129391000,124387000,124851000,132217000,137105000,125100000,11800000,70000000,125500000,142300000,171600000,CF_DEPR_AMORT,AIZ UN Equity
AIZ UN Equity.5,0.600523798,0.432102586,0.663554401,0.578337574,0.805178848,1.11274095,1.1312067,0.968043648,1.027601271,1.152668485,1.263092074,1.839491146,CAP_EXPEND_TO_SALES,AIZ UN Equity
AIZ UN Equity.6,-50831000,-31924000,-54082000,-50904000,-83431000,-114896000,-85200000,-35900000,-82800000,-110300000,-121200000,-187400000,NET_CAP_EXP,AIZ UN Equity
NRG UN Equity,8849000000,9079000000,8422000000,11295000000,15868000000,14674000000,10512000000,9074000000,9478000000,9821000000,9093000000,26989000000,SALES_REV_TURN,NRG UN Equity
NRG UN Equity.1,24.74855916,19.132063,17.63239136,14.90925188,18.30098311,-16.00109036,15.73439878,-0.440819925,15.78392066,19.13247124,19.21258111,16.19919226,EBITDA_TO_REVENUE,NRG UN Equity
NRG UN Equity.3,882000000,1102000000,1135000000,1341000000,1633000000,1692000000,1388000000,701000000,514000000,497000000,559000000,942000000,CF_DEPR_AMORT,NRG UN Equity
NRG UN Equity.4,471000000,-1029000000,1414000000,90000000,157000000,-533000000,-1004000000,-929000000,119000000,-473000000,3384000000,-1187000000,CHNG_WORK_CAP,NRG UN Equity
NRG UN Equity.5,7.978302633,25.44333076,40.32296367,17.5918548,5.728510209,8.743355595,9.284627093,2.799206524,4.093690652,2.32155585,2.529418234,0.99670236,CAP_EXPEND_TO_SALES,NRG UN Equity
NRG UN Equity.6,-663000000,-2303000000,-3259000000,-1974000000,-706000000,-1256000000,-903000000,176000000,1176000000,1066000000,-149000000,561000000,NET_CAP_EXP,NRG UN Equity
MNST UW Equity,1303942000,1703230000,2060702000,2246428000,2464867000,2722564000,3049393000,3369045000,3807183000,4200819000,4598638000,5541352000,SALES_REV_TURN,MNST UW Equity
MNST UW Equity.1,27.57714684,27.80053193,27.71798154,26.51667447,31.36704739,33.95743865,36.93138274,37.033462,35.21233416,34.95901633,36.85482528,33.4257055,EBITDA_TO_REVENUE,MNST UW Equity
MNST UW Equity.2,39.29923104,37.40700243,38.08294213,39.94243599,35.21148101,38.67598828,33.99139564,31.70253898,23.21769898,21.76096534,13.31747181,23.53389189,EFF_TAX_RATE,MNST UW Equity
MNST UW Equity.3,11776000,17084000,20562000,22762000,25651000,30860000,40845000,48887000,56979000,60727000,57030000,50155000,CF_DEPR_AMORT,MNST UW Equity
MNST UW Equity.4,267544000,147268000,-370064000,320506000,430409000,1891817000,-2227574000,564345000,-323001000,452187000,735755000,1326067000,CHNG_WORK_CAP,MNST UW Equity
MNST UW Equity.5,0.962082669,1.500208428,2.083513288,1.814525104,1.134016562,1.307774583,25.8511776,2.476517826,1.62695095,2.420028095,1.059487614,0.791647959,CAP_EXPEND_TO_SALES,MNST UW Equity
MNST UW Equity.6,-12430000,-25033000,-42647000,-31740000,-26989000,-34679000,-787497000,-82019000,-57646000,-100422000,-47729000,-42540000,NET_CAP_EXP,MNST UW Equity
